company,year,quarter,highlight_type,speaker,text,relevance_score,role_bucket,role,quote,score
Samsung,2020,3,Strategic_Announcement,Unknown,Our top priority is to successfully launch the QD display product and to make it adopted in the market successfully.,3.8273,OTHER,,Our top priority is to successfully launch the QD display product and to make it adopted in the market successfully.,3.8273
Samsung,2020,3,Strategic_Announcement,Unknown,We're currently talking with customers and we are keenly focused on launching the QD display successfully so that it becomes the new standard in the premium segment.,3.0,OTHER,,We're currently talking with customers and we are keenly focused on launching the QD display successfully so that it becomes the new standard in the premium segment.,3.0
Samsung,2020,3,Strategic_Announcement,Unknown,"Since Samsung announced the order from Verizon in September for the 5G equipment, I think the market is starting to have high expectations about Samsung's 5G equipment business in the future.",2.0,OTHER,,"Since Samsung announced the order from Verizon in September for the 5G equipment, I think the market is starting to have high expectations about Samsung's 5G equipment business in the future.",2.0
Samsung,2020,4,Strategic_Announcement,Unknown,"But that said, we will make a regular announcement each year sharing the annual free cash flow to enhance clarity on the amount of additional expected return.",5.0,CFO,CFO,"But that said, we will make a regular announcement each year sharing the annual free cash flow to enhance clarity on the amount of additional expected return.",5.0
Samsung,2020,4,Strategic_Announcement,Unknown,"In the first quarter, we expect overall profitability to decline due to relative weakness in the memory and display businesses, despite strength in the mobile business, with the early launch of the Galaxy S21 and the release of new volume models.",5.0,OTHER,,"In the first quarter, we expect overall profitability to decline due to relative weakness in the memory and display businesses, despite strength in the mobile business, with the early launch of the Galaxy S21 and the release of new volume models.",5.0
Samsung,2020,4,Strategic_Announcement,Unknown,"Before we announce our fourth quarter results, I would like to invite President and CFO Yunho Choi to share details on our shareholder return policy regarding both the additional return for the period just ended last December as well as the new policy regarding the next term.",4.0,CFO,CFO,"Before we announce our fourth quarter results, I would like to invite President and CFO Yunho Choi to share details on our shareholder return policy regarding both the additional return for the period just ended last December as well as the new policy regarding the next term.",4.0
Samsung,2020,4,Strategic_Announcement,Unknown,"Also, in addition to these product launches, we will focus on expanding the foldable ecosystem by actively reflecting the feedback of users of previous foldable models and also increasing the strategic cooperation with strategic partners so that we're able to provide a higher level of completeness of the product and also better consumer experience.",4.0,OTHER,,"Also, in addition to these product launches, we will focus on expanding the foldable ecosystem by actively reflecting the feedback of users of previous foldable models and also increasing the strategic cooperation with strategic partners so that we're able to provide a higher level of completeness of the product and also better consumer experience.",4.0
Samsung,2020,4,Strategic_Announcement,Unknown,"In C, we expect our solid performance to continue with timely launches of new products and expansion of premium product lineups.",3.8818,OTHER,,"In C, we expect our solid performance to continue with timely launches of new products and expansion of premium product lineups.",3.8818
Samsung,2020,4,Strategic_Announcement,Unknown,"The mobile business should improve due to strong sales of flagship devices, including the Galaxy S21 and the launch of mass market models.",3.6273,OTHER,,"The mobile business should improve due to strong sales of flagship devices, including the Galaxy S21 and the launch of mass market models.",3.6273
Samsung,2020,4,Strategic_Announcement,Unknown,"You would have heard that recently some competitors, for example, one competitor adopted the 1-alpha node on the DRAM side, and also a Korean competitor had announced 176-layer VNAND.",3.0,OTHER,,"You would have heard that recently some competitors, for example, one competitor adopted the 1-alpha node on the DRAM side, and also a Korean competitor had announced 176-layer VNAND.",3.0
Samsung,2021,1,Strategic_Announcement,Unknown,"With the launch of new models for major customers and the broad penetration of 5G, which are likely to positively affect both set shipments and content per box of smartphones, we think mobile demand will keep rising.",5.0,OTHER,,"With the launch of new models for major customers and the broad penetration of 5G, which are likely to positively affect both set shipments and content per box of smartphones, we think mobile demand will keep rising.",5.0
Samsung,2021,1,Strategic_Announcement,Unknown,"As the results of the performance announcement today, the performance of the 1 minute wireless company is strong, My first question is about the second half memory demand and supply outlook that the company has.",4.7,OTHER,,"As the results of the performance announcement today, the performance of the 1 minute wireless company is strong, My first question is about the second half memory demand and supply outlook that the company has.",4.7
Samsung,2021,1,Strategic_Announcement,Unknown,"In the first quarter, we increased supply of mobile associates and image sensors, backed by launches of flagship and high-end smartphones by major customers.",3.0,OTHER,,"In the first quarter, we increased supply of mobile associates and image sensors, backed by launches of flagship and high-end smartphones by major customers.",3.0
Samsung,2021,1,Strategic_Announcement,Unknown,We at Samsung Display will strive to secure panel components and fulfill all orders for customers' new product launches scheduled in the second half of this year.,3.0,OTHER,,We at Samsung Display will strive to secure panel components and fulfill all orders for customers' new product launches scheduled in the second half of this year.,3.0
Samsung,2021,1,Strategic_Announcement,Unknown,"As part of the shareholder return policy covering the three-year term, from 2021 to 2023 announced in January, the regular dividend will be $9.8 trillion for each of the next three years.",2.0,OTHER,,"As part of the shareholder return policy covering the three-year term, from 2021 to 2023 announced in January, the regular dividend will be $9.8 trillion for each of the next three years.",2.0
Samsung,2021,1,Strategic_Announcement,Unknown,"We achieved our goal of meeting 100% of the energy needs at our operations in the U.S., Europe, and China from renewable sources by 2020, a goal we announced in 2018 as part of an effort to increase use of renewable energy.",2.0,OTHER,,"We achieved our goal of meeting 100% of the energy needs at our operations in the U.S., Europe, and China from renewable sources by 2020, a goal we announced in 2018 as part of an effort to increase use of renewable energy.",2.0
Samsung,2021,2,Strategic_Announcement,Unknown,"In terms of distribution, in addition, while maintaining the competitiveness of our existing offline channels, we will continue to also strengthen, for example, B2B and online, these growth channels to further gain sales opportunities Also, we will further build in our cost competitiveness by newly launching more modularized products.",6.0,OTHER,,"In terms of distribution, in addition, while maintaining the competitiveness of our existing offline channels, we will continue to also strengthen, for example, B2B and online, these growth channels to further gain sales opportunities Also, we will further build in our cost competitiveness by newly launching more modularized products.",6.0
Samsung,2021,2,Strategic_Announcement,Unknown,"DDR5 To answer your first question, yes, as you mentioned, server demand was very strong in second quarter for both DRAM and NAND as many companies started to increase their investments and also there was the benefit of the impact from the launch of the new CPU.",4.7,OTHER,,"DDR5 To answer your first question, yes, as you mentioned, server demand was very strong in second quarter for both DRAM and NAND as many companies started to increase their investments and also there was the benefit of the impact from the launch of the new CPU.",4.7
Samsung,2021,2,Strategic_Announcement,Unknown,"First, in terms of product, we will focus on further improving our product mix by increasing the sales of, for example, the Bespoke lineup that we have already launched globally in the first half.",4.7,OTHER,,"First, in terms of product, we will focus on further improving our product mix by increasing the sales of, for example, the Bespoke lineup that we have already launched globally in the first half.",4.7
Samsung,2021,2,Strategic_Announcement,Unknown,"DDR5 And so on top of this extremely competitive product, we are going to promote this with a full-scale flagship marketing, including far more visibility and exposure in offline displays to raise the awareness of the new foldable products that we'll be launching By increasing the overall sales volume of the foldable, we are planning to achieve economies of scale.",4.0,OTHER,,"DDR5 And so on top of this extremely competitive product, we are going to promote this with a full-scale flagship marketing, including far more visibility and exposure in offline displays to raise the awareness of the new foldable products that we'll be launching By increasing the overall sales volume of the foldable, we are planning to achieve economies of scale.",4.0
Samsung,2021,2,Strategic_Announcement,Unknown,"DDR5 To give you an update on our DDR5, we are currently in sampling of our 14 nano DDR5 in line with the schedule for the new CPU launch that supports DDR5 and PCIe Gen 5.",3.0,OTHER,,"DDR5 To give you an update on our DDR5, we are currently in sampling of our 14 nano DDR5 in line with the schedule for the new CPU launch that supports DDR5 and PCIe Gen 5.",3.0
Samsung,2021,2,Strategic_Announcement,Unknown,"Also, as we mentioned during the presentation, we are preparing to launch a consumer SSD that is based on the 176-layer, 7-generation VNAND, which is optimized for high-density and multitasking environments.",3.0,OTHER,,"Also, as we mentioned during the presentation, we are preparing to launch a consumer SSD that is based on the 176-layer, 7-generation VNAND, which is optimized for high-density and multitasking environments.",3.0
Samsung,2021,2,Strategic_Announcement,Unknown,"But especially since we are planning to launch new models of our wearables, in the second half, we're expecting that our wearables will be growing, will be outgrowing the overall market.",3.0,OTHER,,"But especially since we are planning to launch new models of our wearables, in the second half, we're expecting that our wearables will be growing, will be outgrowing the overall market.",3.0
Samsung,2021,2,Strategic_Announcement,Unknown,"DDR5 To answer your question about the QD display, actually, as you know, we launched or we announced our plans to invest in QD display in October of 2019.",3.0,OTHER,,"DDR5 To answer your question about the QD display, actually, as you know, we launched or we announced our plans to invest in QD display in October of 2019.",3.0
Samsung,2021,3,Strategic_Announcement,Unknown,"It's difficult at this point to predict when the situation would improve, but we have optimized our supply lead time by strategic partnerships with our partners so that we are able to at least optimize the part of the lead time or supply chain that comes within our control, such as receiving the components, using that to produce the product, and also shipping the finished products to the channels.",5.7,OTHER,,"It's difficult at this point to predict when the situation would improve, but we have optimized our supply lead time by strategic partnerships with our partners so that we are able to at least optimize the part of the lead time or supply chain that comes within our control, such as receiving the components, using that to produce the product, and also shipping the finished products to the channels.",5.7
Samsung,2021,3,Strategic_Announcement,Unknown,"So while we continue to focus on further enhancing our technology and user experience, we will also work on creating stronger partnerships and ecosystem so that the foldable becomes a very important category within the flagship.",3.7,OTHER,,"So while we continue to focus on further enhancing our technology and user experience, we will also work on creating stronger partnerships and ecosystem so that the foldable becomes a very important category within the flagship.",3.7
Samsung,2021,3,Strategic_Announcement,Unknown,IR Translator English Interpreter actually strengthen our proactive response system to market changes through strategic partnerships and collaboration with the key vendors on an ongoing basis.,3.0,OTHER,,IR Translator English Interpreter actually strengthen our proactive response system to market changes through strategic partnerships and collaboration with the key vendors on an ongoing basis.,3.0
Samsung,2021,3,Strategic_Announcement,Unknown,"IR Translator English Interpreter Starting with this year's fourth quarter results, we will announce our annual free cash flow and seriously consider a partial payout if there is a sufficient surplus beyond the annual dividend.",3.0,OTHER,,"IR Translator English Interpreter Starting with this year's fourth quarter results, we will announce our annual free cash flow and seriously consider a partial payout if there is a sufficient surplus beyond the annual dividend.",3.0
Samsung,2021,3,Strategic_Announcement,Unknown,The successful launch of Galaxy Z Fold 3 and Z Flip 3 has shown the growth potential of the foldable form factors.,2.8182,OTHER,,The successful launch of Galaxy Z Fold 3 and Z Flip 3 has shown the growth potential of the foldable form factors.,2.8182
Samsung,2022,1,Strategic_Announcement,Unknown,"We made it possible for you to ask questions in advance through the homepage to strengthen communication and improve understanding with individual investors at the time of the performance announcement, and many people have left various questions this quarter as well.",3.7,OTHER,,"We made it possible for you to ask questions in advance through the homepage to strengthen communication and improve understanding with individual investors at the time of the performance announcement, and many people have left various questions this quarter as well.",3.7
Samsung,2022,2,Strategic_Announcement,Unknown,We will target sales of foldable products to surpass those of the Galaxy Note series as we fully mainstream the segment by delivering a differentiated consumer experience enabled with global partnerships.,4.0,OTHER,,We will target sales of foldable products to surpass those of the Galaxy Note series as we fully mainstream the segment by delivering a differentiated consumer experience enabled with global partnerships.,4.0
Samsung,2022,2,Strategic_Announcement,Unknown,Ricky Seo so our strategy towards the premium segment is number one to continue focus on premium sales around the NeoQLED products but also same time lead the ultra super large size 90 inch plus market by increasing the sales of our 98 inch offering and also to introduce new sizes using micro LEDs which currently is offered in 110 inch will be adding new sizes such as 89 inches in order to open up new territory withi,4.0,OTHER,,Ricky Seo so our strategy towards the premium segment is number one to continue focus on premium sales around the NeoQLED products but also same time lead the ultra super large size 90 inch plus market by increasing the sales of our 98 inch offering and also to introduce new sizes using micro LEDs which currently is offered in 110 inch will be adding new sizes such as 89 inches in order to open up new territory withi,4.0
Samsung,2022,2,Strategic_Announcement,Unknown,"For Display, in the mobile panel business, we anticipate that earnings will grow, driven by new smartphone launches and increased entry into new application areas, such as automotive and gaming.",3.0,OTHER,,"For Display, in the mobile panel business, we anticipate that earnings will grow, driven by new smartphone launches and increased entry into new application areas, such as automotive and gaming.",3.0
Samsung,2022,2,Strategic_Announcement,Unknown,"With the variety of products being introduced, it's going to be critical for the memory companies to start with the right product mix in place.",1.95,OTHER,,"With the variety of products being introduced, it's going to be critical for the memory companies to start with the right product mix in place.",1.95
Samsung,2022,3,Strategic_Announcement,Unknown,"For mobile, it seems that demand for high-density products of 256 GB and above will remain solid, driven by a combination of new smartphone launches in fourth quarter and a continued preference for high-end models.",5.0,OTHER,,"For mobile, it seems that demand for high-density products of 256 GB and above will remain solid, driven by a combination of new smartphone launches in fourth quarter and a continued preference for high-end models.",5.0
Samsung,2022,3,Strategic_Announcement,Unknown,"Through strategic partnerships with major channel partners, Samsung will proactively utilize sales opportunities such as Black Friday and global sporting events to capture peak season demand with high value-added products such as Neo QLED, Super Big, and Lifestyle screen.",5.0,OTHER,,"Through strategic partnerships with major channel partners, Samsung will proactively utilize sales opportunities such as Black Friday and global sporting events to capture peak season demand with high value-added products such as Neo QLED, Super Big, and Lifestyle screen.",5.0
Samsung,2022,3,Strategic_Announcement,Unknown,"In the third quarter for the mobile display business, we improved our research quarter on quarter thanks to growth in demand attributed to launches of new models by major smartphone brands.",4.7,OTHER,,"In the third quarter for the mobile display business, we improved our research quarter on quarter thanks to growth in demand attributed to launches of new models by major smartphone brands.",4.7
Samsung,2022,3,Strategic_Announcement,Unknown,"Well, to answer your question about the QD OLED, the QD OLED that we had launched earlier this year as our response to the premium large display market has received very positive responses from customers as well as end consumers.",4.0,OTHER,,"Well, to answer your question about the QD OLED, the QD OLED that we had launched earlier this year as our response to the premium large display market has received very positive responses from customers as well as end consumers.",4.0
Samsung,2022,3,Strategic_Announcement,Unknown,"For the large display business, sales of QD OLED products continue to rise, driven by expanding launches of QD OLED monitors by global IT brands and ongoing improvements in our yields.",3.7,OTHER,,"For the large display business, sales of QD OLED products continue to rise, driven by expanding launches of QD OLED monitors by global IT brands and ongoing improvements in our yields.",3.7
Samsung,2022,3,Strategic_Announcement,Unknown,"We have also launched the OLED-based monitor in the second half, and therefore we are very well positioned to significantly increase our QD OLED business next year.",3.0,OTHER,,"We have also launched the OLED-based monitor in the second half, and therefore we are very well positioned to significantly increase our QD OLED business next year.",3.0
Samsung,2022,4,Strategic_Announcement,Unknown,The new platform that will be launched this year has more number of cores and therefore we think that the rate of high density memory adoption will increase by around 20% year over year for both DRAM and NAND.,4.0,OTHER,,The new platform that will be launched this year has more number of cores and therefore we think that the rate of high density memory adoption will increase by around 20% year over year for both DRAM and NAND.,4.0
Samsung,2022,4,Strategic_Announcement,Unknown,"If our information is correct, the new flagship that will be launched this year would be using a third-party AP, and the Exynos would not be used on the flagship to be launched this year.",3.0,OTHER,,"If our information is correct, the new flagship that will be launched this year would be using a third-party AP, and the Exynos would not be used on the flagship to be launched this year.",3.0
Samsung,2023,1,Strategic_Announcement,Unknown,"Since then, there was a following announcement of detail rules in February and also the detail guardrail rules announced in March.",2.8909,OTHER,,"Since then, there was a following announcement of detail rules in February and also the detail guardrail rules announced in March.",2.8909
Samsung,2023,2,Strategic_Announcement,Unknown,"With stable inventory management and close collaboration with our partners, we'll boost sales right from launch to further fortify our leadership in the global foldable smartphone market.",4.0,OTHER,,"With stable inventory management and close collaboration with our partners, we'll boost sales right from launch to further fortify our leadership in the global foldable smartphone market.",4.0
Samsung,2023,2,Strategic_Announcement,Unknown,"Also, we will strengthen the marketing cooperation with the market, which is the strength of the company, and lead a clear sales future from the beginning of launch.",4.0,OTHER,,"Also, we will strengthen the marketing cooperation with the market, which is the strength of the company, and lead a clear sales future from the beginning of launch.",4.0
Samsung,2023,2,Strategic_Announcement,Unknown,"Going forward, we will continue to sense out various technologies that were necessary to secure our leadership in future technology and give us a differentiating competitive edge, and we'll continue to make as well as partnerships as necessary.",4.0,OTHER,,"Going forward, we will continue to sense out various technologies that were necessary to secure our leadership in future technology and give us a differentiating competitive edge, and we'll continue to make as well as partnerships as necessary.",4.0
Samsung,2023,2,Strategic_Announcement,Unknown,"During the earlier part of last quarter, the company announced its plans to downward adjust its production and to go through a meaningful production downsizing process.",3.0,OTHER,,"During the earlier part of last quarter, the company announced its plans to downward adjust its production and to go through a meaningful production downsizing process.",3.0
Samsung,2023,2,Strategic_Announcement,Unknown,"Interpreter Simultaneous English Translator Another product to introduce would be the LLW, which is low latency wide IOD RAM, which would be specialized for the on-device AI.",3.0,OTHER,,"Interpreter Simultaneous English Translator Another product to introduce would be the LLW, which is low latency wide IOD RAM, which would be specialized for the on-device AI.",3.0
Samsung,2023,2,Strategic_Announcement,Unknown,"think that the Imagine acquisition will help enhance our XR business competitiveness and provide micro-display solutions, innovative solutions to a wider range of customers.",2.0,OTHER,,"think that the Imagine acquisition will help enhance our XR business competitiveness and provide micro-display solutions, innovative solutions to a wider range of customers.",2.0
Samsung,2023,4,Strategic_Announcement,Unknown,"At Samsung, we will amplify the buzz created at first look and CES around the newly launched premium model, take more proactive approaches to promoting our differentiated product and service experience, and focus on enhancing sales of strategic products and securing profitability.",4.0,OTHER,,"At Samsung, we will amplify the buzz created at first look and CES around the newly launched premium model, take more proactive approaches to promoting our differentiated product and service experience, and focus on enhancing sales of strategic products and securing profitability.",4.0
Samsung,2023,4,Strategic_Announcement,Unknown,"Recently, the Galaxy S24 was launched, and there's a lot of attention about the on-device AI feature of the new flagship.",3.85,OTHER,,"Recently, the Galaxy S24 was launched, and there's a lot of attention about the on-device AI feature of the new flagship.",3.85
Samsung,2024,1,Strategic_Announcement,Unknown,"We started mass production of foldable displays in 2019 on Industry First and have since been growing by accommodating launches of new products by various customers, including Samsung Electronics.",3.0,OTHER,,"We started mass production of foldable displays in 2019 on Industry First and have since been growing by accommodating launches of new products by various customers, including Samsung Electronics.",3.0
Samsung,2024,1,Strategic_Announcement,Unknown,"We are developing new form factors beyond existing products, including outfolding, in- and outfolding, and slideable through discussions With our customers, we will timely launch new product.",3.0,OTHER,,"We are developing new form factors beyond existing products, including outfolding, in- and outfolding, and slideable through discussions With our customers, we will timely launch new product.",3.0
Samsung,2024,3,Strategic_Announcement,Unknown,"Customers are not just looking at the competitiveness of process nodes, but seeking a total solution that includes advanced packaging technologies So based on our 2-nano GAA process with competitive PPA, we're aligning with customers on differentiated packaging, aligning with them on roadmap for differentiated 2.5D, 2.3D, and 3D packaging technologies, and seeking strategic partnerships to secure more diverse custome",5.0,OTHER,,"Customers are not just looking at the competitiveness of process nodes, but seeking a total solution that includes advanced packaging technologies So based on our 2-nano GAA process with competitive PPA, we're aligning with customers on differentiated packaging, aligning with them on roadmap for differentiated 2.5D, 2.3D, and 3D packaging technologies, and seeking strategic partnerships to secure more diverse custome",5.0
Samsung,2024,3,Strategic_Announcement,Unknown,"In April 2023, to support Rising demand in notebooks and tablets, we announced investments in our 8.6 generation IT OLED line, which is on track for mass production in 2026.",3.0,OTHER,,"In April 2023, to support Rising demand in notebooks and tablets, we announced investments in our 8.6 generation IT OLED line, which is on track for mass production in 2026.",3.0
Samsung,2024,4,CFO_Financial_Detail,Unknown,"In the DS division, revenue decreased by 10 percent mainly due to rising competition and the fading launch effects of new smartphone models.",7.0364,CFO,CFO,"In the DS division, revenue decreased by 10 percent mainly due to rising competition and the fading launch effects of new smartphone models.",7.0364
Samsung,2024,4,Strategic_Announcement,Unknown,"In the DS division, revenue decreased by 10 percent mainly due to rising competition and the fading launch effects of new smartphone models.",5.9364,CFO,CFO,"In the DS division, revenue decreased by 10 percent mainly due to rising competition and the fading launch effects of new smartphone models.",5.9364
Samsung,2024,4,Strategic_Announcement,Unknown,"As robot AI drives future robotics competitiveness, we are strengthening our capabilities through in-house development, strategic investments, and partnerships with leading global robotics AI and platform companies to ensure continuous advancement.",5.0,CEO,CEO,"As robot AI drives future robotics competitiveness, we are strengthening our capabilities through in-house development, strategic investments, and partnerships with leading global robotics AI and platform companies to ensure continuous advancement.",5.0
Samsung,2024,4,CFO_Financial_Detail,Unknown,"In the DS division, revenue increased by 4.8 percent, led by increased sales of high value added memory products for the server.",4.9818,CFO,CFO,"In the DS division, revenue increased by 4.8 percent, led by increased sales of high value added memory products for the server.",4.9818
Samsung,2024,4,Strategic_Announcement,Unknown,"Following recent week performance, the system's semiconductor business will improve each effort to supply flagship products slated to launch in the second half, identify opportunities to win orders in emerging application areas, and advance the maturity of the two-nano process.",4.7,CFO,CFO,"Following recent week performance, the system's semiconductor business will improve each effort to supply flagship products slated to launch in the second half, identify opportunities to win orders in emerging application areas, and advance the maturity of the two-nano process.",4.7
Samsung,2024,4,Strategic_Announcement,Unknown,"Daniel Araujo Head of Mobile Experience (MX) Division On your second question, so with the recently launched S25 series, we enhanced the NPE performance by optimizing the latest AP to our devices.",4.0,OTHER,,"Daniel Araujo Head of Mobile Experience (MX) Division On your second question, so with the recently launched S25 series, we enhanced the NPE performance by optimizing the latest AP to our devices.",4.0
Samsung,2024,4,Strategic_Announcement,Unknown,"And this year, we aim to continue our flagship-centric growth through the launch of the S25 series in the first half, which features unprecedented performance and integrated AI platform and multimodal interaction.",4.0,OTHER,,"And this year, we aim to continue our flagship-centric growth through the launch of the S25 series in the first half, which features unprecedented performance and integrated AI platform and multimodal interaction.",4.0
Samsung,2024,4,CFO_Financial_Detail,Unknown,"At the company level, annual revenue reached 300.9 trillion won, our second highest total ever surpassed only in 2022.",3.9364,CFO,CFO,"At the company level, annual revenue reached 300.9 trillion won, our second highest total ever surpassed only in 2022.",3.9364
Samsung,2024,4,Strategic_Announcement,Unknown,"The MX business expects to see an increase in smartphone shipments and ASP due to the launch of new models, while tablet shipments should stay similar sequentially.",3.0,OTHER,,"The MX business expects to see an increase in smartphone shipments and ASP due to the launch of new models, while tablet shipments should stay similar sequentially.",3.0
Samsung,2025,1,CFO_Financial_Detail,Unknown,"However, Revenue in the DS division decreased by 17%, impacted by a decline in HBM sales due to default customer demand, which will be addressed further in detail by EVP Choi Jung Kim from the memory business later.",7.1,CFO,CFO,"However, Revenue in the DS division decreased by 17%, impacted by a decline in HBM sales due to default customer demand, which will be addressed further in detail by EVP Choi Jung Kim from the memory business later.",7.1
Samsung,2025,1,CFO_Financial_Detail,Unknown,Revenue in the DX division was up 28% driven by increased sales of flagship smartphones and high-value home appliances.,3.9409,CFO,CFO,Revenue in the DX division was up 28% driven by increased sales of flagship smartphones and high-value home appliances.,3.9409
Samsung,2025,1,CFO_Financial_Detail,Unknown,"The company's revenue increased by 4% quarter-on-quarter to $79.14 trillion, a new all-time high for any quarter.",3.9136,CFO,CFO,"The company's revenue increased by 4% quarter-on-quarter to $79.14 trillion, a new all-time high for any quarter.",3.9136
Samsung,2025,2,Strategic_Announcement,Unknown,"In the SOC business, we will prioritize stable supply for flagship models launched in July while concentrating on securing process and yield competitiveness for next generation flagship products to secure entry into major customers' 2026 lineups.",3.0,OTHER,,"In the SOC business, we will prioritize stable supply for flagship models launched in July while concentrating on securing process and yield competitiveness for next generation flagship products to secure entry into major customers' 2026 lineups.",3.0
Samsung,2025,2,Strategic_Announcement,Unknown,"Following the acquisition of a controlling stake in Rainbow Robotics at the end of last year, Samsung signed agreements in May to acquire Massimo's Audio Division and Global HVAC Specialist Flat Group.",3.0,OTHER,,"Following the acquisition of a controlling stake in Rainbow Robotics at the end of last year, Samsung signed agreements in May to acquire Massimo's Audio Division and Global HVAC Specialist Flat Group.",3.0
Samsung,2025,2,Strategic_Announcement,Unknown,"Also, as for our foldable product, we have demonstrated our stable technological capabilities and production capacity through which we have introduced increasingly advanced technologies each year.",3.0,OTHER,,"Also, as for our foldable product, we have demonstrated our stable technological capabilities and production capacity through which we have introduced increasingly advanced technologies each year.",3.0
Samsung,2025,2,Strategic_Announcement,Unknown,"With the recent acquisition of Flag Group, we'll broaden our business scope into the central HVAC segment while also enhancing our position as a pure HVAC player.",3.0,OTHER,,"With the recent acquisition of Flag Group, we'll broaden our business scope into the central HVAC segment while also enhancing our position as a pure HVAC player.",3.0
Samsung,2025,2,Strategic_Announcement,Unknown,"Every year, as new processes are developed, we face various challenges in terms of yield, maturity of performance, and timely acquisition of core IP.",2.5773,OTHER,,"Every year, as new processes are developed, we face various challenges in terms of yield, maturity of performance, and timely acquisition of core IP.",2.5773
Samsung,2025,2,Strategic_Announcement,Unknown,"Department of Commerce's Section 232 investigation on semiconductors and derivative products is expected to be announced, and we are paying close attention to the results.",2.0,OTHER,,"Department of Commerce's Section 232 investigation on semiconductors and derivative products is expected to be announced, and we are paying close attention to the results.",2.0
Samsung,2025,2,Strategic_Announcement,Unknown,"To summarize, touch integrated and power efficient technologies that combine LTPS and oxide and other high-spec and innovative products have been proactively introduced.",2.0,OTHER,,"To summarize, touch integrated and power efficient technologies that combine LTPS and oxide and other high-spec and innovative products have been proactively introduced.",2.0
Samsung,2025,4,Strategic_Announcement,Unknown,"In the first quarter, following the successful launch of the S26 series, we will drive new revenue growth through sustained sales of foldables, which are showing strong sales momentum, as well as previous NFV models.",5.7,OTHER,,"In the first quarter, following the successful launch of the S26 series, we will drive new revenue growth through sustained sales of foldables, which are showing strong sales momentum, as well as previous NFV models.",5.7
Samsung,2025,4,Strategic_Announcement,Unknown,We will further sophisticate these services and strengthen partnerships with diverse content companies to differentiate our offerings and drive revenue growth.,4.0,OTHER,,We will further sophisticate these services and strengthen partnerships with diverse content companies to differentiate our offerings and drive revenue growth.,4.0
Samsung,2025,4,Strategic_Announcement,Unknown,we plan to introduce new micro RGB models ranging from 55 to 130 inches to preempt customer demand and establish a new mainstream category.,3.9318,OTHER,,we plan to introduce new micro RGB models ranging from 55 to 130 inches to preempt customer demand and establish a new mainstream category.,3.9318
Samsung,2025,4,Strategic_Announcement,Unknown,"Based on a stable component supply through strategic partnerships with key suppliers, we plan to respond proactively and flexibly to changes in the market and competition landscapes.",3.0,OTHER,,"Based on a stable component supply through strategic partnerships with key suppliers, we plan to respond proactively and flexibly to changes in the market and competition landscapes.",3.0
Spotify,2020,1,Strategic_Announcement,Unknown,"So while we have nothing to announce at this point, you should know those are definitely two markets that we are focused on, and all the guidance that we've provided includes the timing of any new market launches, whether it be South Korea, Russia, or anything else.",4.0,CFO,CFO,"So while we have nothing to announce at this point, you should know those are definitely two markets that we are focused on, and all the guidance that we've provided includes the timing of any new market launches, whether it be South Korea, Russia, or anything else.",4.0
Spotify,2020,1,Strategic_Announcement,Unknown,All of the guidance and forecasts we give you always include our expectations of if and when we will launch in new markets.,3.8591,CFO,CFO,All of the guidance and forecasts we give you always include our expectations of if and when we will launch in new markets.,3.8591
Spotify,2020,1,Strategic_Announcement,Unknown,"After the launch of direct artist payments, are there long-term plans to develop that channel as an ongoing revenue stream?",3.8591,CFO,CFO,"After the launch of direct artist payments, are there long-term plans to develop that channel as an ongoing revenue stream?",3.8591
Spotify,2020,1,CFO_Financial_Detail,Unknown,The IFPI Global Music Report shows a decline in the growth rate of streaming revenue in 2019.,3.8227,CFO,CFO,The IFPI Global Music Report shows a decline in the growth rate of streaming revenue in 2019.,3.8227
Spotify,2020,1,Strategic_Announcement,Unknown,"Can you provide granularity on how the marketing subscriber acquisition funnel continues to evolve, especially in the impacts you are seeing from the current environment?",2.0,CFO,CFO,"Can you provide granularity on how the marketing subscriber acquisition funnel continues to evolve, especially in the impacts you are seeing from the current environment?",2.0
Spotify,2020,1,Strategic_Announcement,Unknown,"Uh, one, how that's driving higher DAU MAU to your early progress with exclusives and three, your appetite for more acquisitions in the current environment.",2.0,CFO,CFO,"Uh, one, how that's driving higher DAU MAU to your early progress with exclusives and three, your appetite for more acquisitions in the current environment.",2.0
Spotify,2020,2,Strategic_Announcement,Unknown,"And with that, I'm very excited about both the launches we've already had, but also the coming announcements in the coming quarters about all the other shows that we're making, that there should be something for every single person on the Spotify platform, and more and more of those shows will only exist on Spotify.",4.0,CEO,CEO,"And with that, I'm very excited about both the launches we've already had, but also the coming announcements in the coming quarters about all the other shows that we're making, that there should be something for every single person on the Spotify platform, and more and more of those shows will only exist on Spotify.",4.0
Spotify,2020,2,Strategic_Announcement,Unknown,"With Joe Rogan coming on the platform exclusively in September and other podcasts potentially launching, how are you thinking about the potential benefit to premium subs and MAUs in your third and fourth quarter guidance?",4.0,OTHER,,"With Joe Rogan coming on the platform exclusively in September and other podcasts potentially launching, how are you thinking about the potential benefit to premium subs and MAUs in your third and fourth quarter guidance?",4.0
Spotify,2020,2,Strategic_Announcement,Unknown,"This morning, I'm pleased to introduce our new head of investor relations, Brian Goldberg, who just recently joined our team.",2.8682,CFO,CFO,"This morning, I'm pleased to introduce our new head of investor relations, Brian Goldberg, who just recently joined our team.",2.8682
